string	value	value uri	predicate	predicate uri
a montane species	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine area	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine belt	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine birch forest	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine birch forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine brushwood	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine brushwood	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine climate	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine communities	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine coniferous forest	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine coniferous forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine elevation	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine environment	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine forest	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine grassland	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine grassland	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine habitat	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine heath	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine heath	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine herbfield	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine meadow	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine moor	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine mountain zone	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine pasture	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine pasture	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine plant	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine prairies	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine prairies	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine region	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine scree	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine scrub	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine scrub	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine shrubland	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine shrubland	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine slope	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine steppe	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine steppe	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine terrain	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine tundra	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine tussock	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine tussock	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine valley	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine wetland	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
alpine zone	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
an alpine species	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
arctic-alpine	alpine	http://purl.obolibrary.org/obo/ENVO_01000340	habitat	http://purl.obolibrary.org/obo/RO_0002303
at forest stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
at high altitudes in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
at higher elevations in mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
at side of stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
at stream	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a clear water stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a forest stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a freshwater stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a rocky bottom stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a rocky stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a shallow stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a single small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a small ravine stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a stream valley	stream valley	http://purl.obolibrary.org/obo/ENVO_00000129	habitat	http://purl.obolibrary.org/obo/RO_0002303
in a very small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in an oligotrophic stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in backwaters of small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in bush stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in clean running stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in clear cold stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in clear fast flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in clear forest stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in clear rocky stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in clear stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in clear swift stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in coastal river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in coastal stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in cold fastflowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in cold stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in cold-water stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in cool stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in creek	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in different types of streams	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast flowing clear stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast flowing forest stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast flowing hill stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast-flowing low-altitude stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast-flowing river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast-flowing shaded stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast-flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in fast-moving stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in forest stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in forested stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in freshwater river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in freshwater stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in high altitude stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in high mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in high mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
in hill stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
in lakes and stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in large stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in larger stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in lowland river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in lowland stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in medium to large stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in moderately fast flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in montane stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in mountain areas	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
in mountain habitat	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
in mountain region	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
in mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in mountainous stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in mountains of	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
in muddy stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in perennial stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in permanent stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in quiet stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in rainforest stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in rapid stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in rocky stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in shallow fast flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in shallow flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in shallow slow-moving stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in shallow stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in slow flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in slow-flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in slow-moving stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in slow-running and standing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in sluggish stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small coastal stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small forest stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small rocky stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small temporary stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small to medium stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in small to medium-sized stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in smaller stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in springs stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in stream bed	riparian zone	https://www.wikidata.org/entity/Q13360049	habitat	http://purl.obolibrary.org/obo/RO_0002303
in stream pool	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in stream valley	stream valley	http://purl.obolibrary.org/obo/ENVO_00000129	habitat	http://purl.obolibrary.org/obo/RO_0002303
in stretches of stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in swift-flowing stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in temporary stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in the coastal stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in the freshwater stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in the lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
in the main stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in the mountains	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
in the small-sized mountain stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in the stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in this lake	lake	http://purl.obolibrary.org/obo/ENVO_01000252	habitat	http://purl.obolibrary.org/obo/RO_0002303
in torrential stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in tributary stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in tropical river	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in underground stream	underground stream	http://purl.obolibrary.org/obo/ENVO_00000060	habitat	http://purl.obolibrary.org/obo/RO_0002303
in unpolluted stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
in various types of mountain	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
in very small forest stream	river	http://purl.obolibrary.org/obo/ENVO_01000253	habitat	http://purl.obolibrary.org/obo/RO_0002303
is a mountain species	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
is montane	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
luvisol	luvisol	http://purl.obolibrary.org/obo/ENVO_00002248	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane and mossy forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane area	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane atlantic forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane bamboo	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane belt	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane broad-leaved	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane broadleaf	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane chaparral	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane cloud	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane conifer forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane coniferous	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane deciduous	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane desert	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane dipterocarp forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane distribution	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane dry forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane ecosystem	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane elevation	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane environment	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane evergreen	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane fir forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane fynbos	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane gallery forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane grassland	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane habitat	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane heath	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane heath	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane humid forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane localities	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane location	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane meadow	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane mesic forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane mixed forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane moist forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane moorland	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane mossy forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane oak	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane open forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane open habitat	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane pine forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane pine-oak	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane primary forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane rain forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane rainforest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane region	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane riparian	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane river	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane savanna	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane scrub	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane secondary forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane shola forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane shrub	mountain shrubland	http://purl.obolibrary.org/obo/ENVO_01000216	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane slope	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane specialist	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane species	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane steppe	montane grassland	http://purl.obolibrary.org/obo/ENVO_01000194	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane streams	montane	https://www.wikidata.org/entity/Q1141462	habitat	http://purl.obolibrary.org/obo/RO_0002303
montane subtropical forest	montane forest	http://purl.obolibrary.org/obo/ENVO_01000435	habitat	http://purl.obolibrary.org/obo/RO_0002303
